StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_7_13,assertion_7_10,assertion_13_7,assertion_13_10,assertion_10_7,assertion_10_13,assertion_29_16,assertion_29_30,assertion_16_29,assertion_16_30,assertion_30_29,assertion_30_16,assertion_33_40,assertion_33_31,assertion_40_33,assertion_40_31,assertion_31_33,assertion_31_40,question_7_13,"question_7_10 ",question_13_7,question_13_10,question_10_7,question_10_13,"question_29_16 ",question_29_30,question_16_29,"question_16_30 ",question_30_29,question_30_16,question_33_40,"question_33_31 ","question 40_33 ",question_40_31,question_31_33,question_31_40,PROLIFIC_PID
2022-11-04 20:14:21,2022-11-04 20:15:27,0,76.85.14.94,100,66,1,2022-11-04 20:15:27,R_DPtaeHsjpTMoOLT,,,,,26.2805,-98.4474,anonymous,EN,1,5a233c5d7413810001521d8f,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,,,,,1,1,5a233c5d7413810001521d8f
2022-11-04 20:14:17,2022-11-04 20:15:33,0,172.58.147.185,100,76,1,2022-11-04 20:15:34,R_2rO8dhYFFbF9aAv,,,,,36.1671,-86.7861,anonymous,EN,1,5caf37b250c3ed0001a0c66c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,1,2,,,,,5caf37b250c3ed0001a0c66c
2022-11-04 20:13:54,2022-11-04 20:15:33,0,72.210.50.202,100,99,1,2022-11-04 20:15:34,R_12Pb0o4nOJHZsVn,,,,,33.338,-111.7435,anonymous,EN,1,6102e61f623693a44ce28097,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,1,2,,,,,6102e61f623693a44ce28097
2022-11-04 20:14:58,2022-11-04 20:16:08,0,66.177.122.211,100,70,1,2022-11-04 20:16:08,R_TwwHbyUmpVY5qKZ,,,,,30.0955,-81.7198,anonymous,EN,1,63653e5ef84868131e8d9845,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,2,2,,,63653e5ef84868131e8d9845
2022-11-04 20:14:37,2022-11-04 20:16:25,0,70.108.32.38,100,108,1,2022-11-04 20:16:26,R_3jTKdEYnDR19UAi,,,,,39.1181,-76.8396,anonymous,EN,1,5e79b84d4633bc575ddb3812,I pay attention,,,,,2,1,,,,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,5e79b84d4633bc575ddb3812
2022-11-04 20:14:11,2022-11-04 20:16:29,0,172.56.73.3,100,137,1,2022-11-04 20:16:29,R_26bu3XYBsVnMEWD,,,,,28.0109,-82.4948,anonymous,EN,1,5dd034d1fce606114e3bb8e0,"I pay attention ",1,2,,,,,1,1,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5dd034d1fce606114e3bb8e0
2022-11-04 20:14:36,2022-11-04 20:17:02,0,172.56.50.73,100,145,1,2022-11-04 20:17:02,R_3DvXAX2E0nzLKyl,,,,,29.7953,-95.4968,anonymous,EN,1,63614a0e706b0b7a49bffbaf,I pay attention,,,,,,,,,,,,,,,,,,,,,,,2,2,,,2,2,,,1,2,,,,,63614a0e706b0b7a49bffbaf
2022-11-04 20:15:46,2022-11-04 20:17:07,0,76.152.66.32,100,81,1,2022-11-04 20:17:07,R_dhDNKjuvhKZKyaJ,,,,,41.3136,-72.9272,anonymous,EN,1,5fc502cb4583150009dc8a66,I pay attention,1,2,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,5fc502cb4583150009dc8a66
2022-11-04 20:15:01,2022-11-04 20:17:07,0,205.127.79.2,100,126,1,2022-11-04 20:17:07,R_33g6pf5BK6ltNGv,,,,,40.6571,-111.8343,anonymous,EN,1,5c07046396378a000119561f,I pay attention,,,1,2,,,1,2,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,5c07046396378a000119561f
2022-11-04 20:15:29,2022-11-04 20:17:34,0,23.116.73.224,100,125,1,2022-11-04 20:17:35,R_1o7jJQ1ysfvFoEh,,,,,25.6944,-80.4393,anonymous,EN,1,63222d47612b1444ae339596,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,2,1,,,,,,,,,1,1,63222d47612b1444ae339596
2022-11-04 20:15:02,2022-11-04 20:17:36,0,24.254.22.176,100,154,1,2022-11-04 20:17:37,R_33CI7W1rfvVl78x,,,,,37.2951,-79.987,anonymous,EN,1,6154afcf38500d8446fb2cbd,I pay attention,,,,,2,1,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,6154afcf38500d8446fb2cbd
2022-11-04 20:16:09,2022-11-04 20:17:38,0,68.206.39.21,100,88,1,2022-11-04 20:17:39,R_12zOER4tXPEpqm0,,,,,29.9406,-93.9152,anonymous,EN,1,5e128be453b56e910ed08c39,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,1,1,,,,,5e128be453b56e910ed08c39
2022-11-04 20:16:52,2022-11-04 20:17:44,0,23.117.215.37,100,51,1,2022-11-04 20:17:44,R_2Xc82vFuwMDa7fb,,,,,28.5504,-81.1833,anonymous,EN,1,5da360b12e89480010ef417a,I pay attention,,,,,1,2,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5da360b12e89480010ef417a
2022-11-04 20:17:29,2022-11-04 20:18:14,0,47.152.33.61,100,44,1,2022-11-04 20:18:14,R_1KeXgp8hpz2ibXf,,,,,33.8104,-118.3531,anonymous,EN,1,5f7e4fbc36d39211c80599fe,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,2,,,,,1,1,,,5f7e4fbc36d39211c80599fe
2022-11-04 20:14:30,2022-11-04 20:18:25,0,128.252.79.225,100,235,1,2022-11-04 20:18:25,R_2S8GxUksxM5amem,,,,,38.6433,-90.2575,anonymous,EN,1,61085e1d7ca11d3b2a46930c,I apy attention,,,,,1,1,,,2,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,61085e1d7ca11d3b2a46930c
2022-11-04 20:17:30,2022-11-04 20:18:28,0,24.43.64.2,100,57,1,2022-11-04 20:18:28,R_2aaDMnQEenxkuAc,,,,,33.6598,-117.3485,anonymous,EN,1,630051de1dfc7f3ba6bb40cc,I pay attention,1,2,,,,,,,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,630051de1dfc7f3ba6bb40cc
2022-11-04 20:17:33,2022-11-04 20:18:43,0,71.58.191.37,100,69,1,2022-11-04 20:18:43,R_W1Dc26k7zUDYfyV,,,,,41.2382,-76.9978,anonymous,EN,1,5a18805f087f2e0001eaf737,I pay attention,,,1,1,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5a18805f087f2e0001eaf737
2022-11-04 20:17:09,2022-11-04 20:18:44,0,99.63.5.3,100,95,1,2022-11-04 20:18:45,R_27WH3Qw5TlvVW8n,,,,,38.6664,-90.322,anonymous,EN,1,61140fbc763ecf6f2de71183,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,2,1,,,,,,,1,2,,,61140fbc763ecf6f2de71183
2022-11-04 20:16:34,2022-11-04 20:19:03,0,216.14.3.194,100,148,1,2022-11-04 20:19:03,R_3EMYsyWaITsKomU,,,,,33.6647,-117.9663,anonymous,EN,1,574cca765e5491000f3c89e0,I pay attention,,,,,2,1,,,,,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,574cca765e5491000f3c89e0
2022-11-04 20:16:49,2022-11-04 20:19:06,0,104.53.241.178,100,136,1,2022-11-04 20:19:06,R_1is4i6cdB0xKusE,,,,,39.1061,-121.6159,anonymous,EN,1,5d6955108c4ab2001aa1b37b,I pay attention,1,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,5d6955108c4ab2001aa1b37b
2022-11-04 20:18:12,2022-11-04 20:19:07,0,66.235.42.115,100,54,1,2022-11-04 20:19:07,R_6AuVvyZBbVikYAV,,,,,47.8978,-122.0693,anonymous,EN,1,560652a5e372c00011bd581a,I pay attention,,,,,1,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,560652a5e372c00011bd581a
2022-11-04 20:17:31,2022-11-04 20:19:21,0,73.230.211.54,100,110,1,2022-11-04 20:19:22,R_31aTwhx2cVyERUM,,,,,41.4139,-75.6827,anonymous,EN,1,571dfc5913b1b70009be337f,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,2,,,,,571dfc5913b1b70009be337f
2022-11-04 20:16:42,2022-11-04 20:19:25,0,172.58.73.120,100,162,1,2022-11-04 20:19:25,R_10V4hSL4yCGAMGM,,,,,40.6566,-111.8907,anonymous,EN,1,628be3bb8e35fb76476d0fa4,I pay attention,,,1,2,,,1,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,628be3bb8e35fb76476d0fa4
2022-11-04 20:17:53,2022-11-04 20:19:31,0,71.236.144.42,100,98,1,2022-11-04 20:19:31,R_2QSP4v2YsCUl8E9,,,,,44.0645,-123.1461,anonymous,EN,1,63618bf59d3604117214d123,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,1,2,,,,,63618bf59d3604117214d123
2022-11-04 20:16:30,2022-11-04 20:19:33,0,174.213.243.85,100,183,1,2022-11-04 20:19:34,R_1N4SKEWQFHjIcID,,,,,44.9427,-93.2871,anonymous,EN,1,5d6c1075a9d20a0001de4f80,"I pay attention ",,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,,,1,1,5d6c1075a9d20a0001de4f80
2022-11-04 20:18:49,2022-11-04 20:19:45,0,76.38.252.0,100,55,1,2022-11-04 20:19:45,R_3oYdZEDmqifKtyK,,,,,42.4444,-76.4926,anonymous,EN,1,62d4751965edad40a5be1596,I pay attention,1,2,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,62d4751965edad40a5be1596
2022-11-04 20:18:35,2022-11-04 20:20:06,0,67.235.220.13,100,91,1,2022-11-04 20:20:06,R_2BhbsfByhpKaU5Y,,,,,29.1254,-82.0076,anonymous,EN,1,62dc07a7fbbd3d089b7135af,I pay attention,,,1,1,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,62dc07a7fbbd3d089b7135af
2022-11-04 20:18:46,2022-11-04 20:20:10,0,47.145.56.5,100,83,1,2022-11-04 20:20:10,R_1mt4clu5c1JjkBY,,,,,33.6647,-117.1743,anonymous,EN,1,6108781e0d1dd936d2b75432,I pay attention,,,,,1,1,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,6108781e0d1dd936d2b75432
2022-11-04 20:18:51,2022-11-04 20:20:15,0,98.161.170.162,100,84,1,2022-11-04 20:20:15,R_24cxbaaP1W2w2SR,,,,,33.6325,-112.1277,anonymous,EN,1,5b0739faa84dcf0001bef230,I pay attention,,,,,1,1,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,5b0739faa84dcf0001bef230
2022-11-04 20:19:06,2022-11-04 20:20:19,0,108.6.134.230,100,73,1,2022-11-04 20:20:19,R_1rxIAYyloyW4XSN,,,,,40.7852,-73.8098,anonymous,EN,1,5e415a5f9dd805382f0b6af9,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,1,2,,,5e415a5f9dd805382f0b6af9
2022-11-04 20:17:59,2022-11-04 20:20:21,0,108.5.89.80,100,141,1,2022-11-04 20:20:21,R_3IQrrDWyUJXb4E5,,,,,40.4551,-74.4871,anonymous,EN,1,5f2016b023978b04f9679bec,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,5f2016b023978b04f9679bec
2022-11-04 20:18:22,2022-11-04 20:20:27,0,97.120.61.12,100,125,1,2022-11-04 20:20:28,R_4YJkOuWF72Owdhf,,,,,45.4804,-122.5891,anonymous,EN,1,62e0715747189999644b9868,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,1,2,62e0715747189999644b9868
2022-11-04 20:19:20,2022-11-04 20:20:32,0,74.99.188.184,100,71,1,2022-11-04 20:20:32,R_323yYPFFonEIj8D,,,,,40.3404,-76.7882,anonymous,EN,1,558955ebfdf99b6bd06016c9,I pay attention,1,2,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,558955ebfdf99b6bd06016c9
2022-11-04 20:19:15,2022-11-04 20:20:36,0,96.231.145.205,100,81,1,2022-11-04 20:20:37,R_1o70HBS6AGnoKAp,,,,,38.8851,-77.1803,anonymous,EN,1,5ee7c65630668708f3ae178e,I pay attention,1,1,,,,,1,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5ee7c65630668708f3ae178e
2022-11-04 20:18:11,2022-11-04 20:20:39,0,172.58.47.5,100,147,1,2022-11-04 20:20:39,R_3xAXsuyLYpEgT9n,,,,,47.6034,-122.3414,anonymous,EN,1,6015d4900be39370f926ec22,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,1,2,,,6015d4900be39370f926ec22
2022-11-04 20:19:25,2022-11-04 20:20:39,0,107.185.183.183,100,73,1,2022-11-04 20:20:40,R_SZREaO3dJgvZB0B,,,,,33.7832,-117.9773,anonymous,EN,1,5b6e9435885b0b0001bb034b,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2,1,,,1,1,,,,,5b6e9435885b0b0001bb034b
2022-11-04 20:16:34,2022-11-04 20:20:40,0,38.104.43.131,100,245,1,2022-11-04 20:20:40,R_8ddDi9IxY457Es1,,,,,40.7641,-74.1654,anonymous,EN,1,5ba85b52ce805400013f3955,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,1,1,,,,,5ba85b52ce805400013f3955
2022-11-04 20:19:39,2022-11-04 20:21:09,0,172.58.75.253,100,89,1,2022-11-04 20:21:10,R_pcPKPtOcndEpRo5,,,,,36.122,-115.086,anonymous,EN,1,5b8588fdec7fa30001d6103b,I pay attention,,,1,1,,,,,2,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,5b8588fdec7fa30001d6103b
2022-11-04 20:19:02,2022-11-04 20:21:15,0,134.228.123.134,100,133,1,2022-11-04 20:21:16,R_3mfzzDiA0KBQtdB,,,,,41.4425,-82.7011,anonymous,EN,1,58a63a64ea3d11000170e1cc,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,,,1,2,,,58a63a64ea3d11000170e1cc
2022-11-04 20:19:25,2022-11-04 20:21:17,0,172.58.222.136,100,112,1,2022-11-04 20:21:18,R_2q4Ut0gAl963Pev,,,,,42.3649,-71.0987,anonymous,EN,1,5f706a963b6ac2627a4bb3b5,I pay attention,1,2,,,,,1,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5f706a963b6ac2627a4bb3b5
2022-11-04 20:20:18,2022-11-04 20:21:30,0,184.155.70.65,100,72,1,2022-11-04 20:21:30,R_28HX9thIENlfHB2,,,,,43.5553,-111.8922,anonymous,EN,1,5eac65aec4ed450f4df4868f,I pay attention,,,1,2,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,5eac65aec4ed450f4df4868f
2022-11-04 20:20:47,2022-11-04 20:21:33,0,47.204.103.31,100,45,1,2022-11-04 20:21:33,R_1mgcQ78qWRkN5Nt,,,,,27.935,-82.3772,anonymous,EN,1,60fd8920ba73375685705aee,"I pay attention ",,,,,1,1,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,60fd8920ba73375685705aee
2022-11-04 20:16:18,2022-11-04 20:21:38,0,107.77.220.4,100,319,1,2022-11-04 20:21:39,R_2alrwfDMKj8Xp2o,,,,,30.2732,-97.7419,anonymous,EN,1,5e3d8d90de328d044e7c6ffb,"I pay attention ",,,1,2,,,2,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5e3d8d90de328d044e7c6ffb
2022-11-04 20:19:40,2022-11-04 20:21:42,0,173.88.177.178,100,121,1,2022-11-04 20:21:42,R_3ls4ar2OqJi0mb0,,,,,41.191,-80.9701,anonymous,EN,1,5c7afb18de6f7900150c33d2,I pay attention,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,,,,,,,1,1,5c7afb18de6f7900150c33d2
2022-11-04 20:19:08,2022-11-04 20:21:50,0,74.96.170.129,100,161,1,2022-11-04 20:21:50,R_3kcR72QXCUzRjqj,,,,,38.9637,-77.6099,anonymous,EN,1,558cdd7efdf99b0f1cc5f4c1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,558cdd7efdf99b0f1cc5f4c1
2022-11-04 20:19:27,2022-11-04 20:22:19,0,174.249.192.2,100,171,1,2022-11-04 20:22:19,R_3nT47WzhENQ8LWj,,,,,37.751,-97.822,anonymous,EN,1,62b0b4aa5eabb603ddf7bb58,"I pay attention ",,,,,,,,,,,,,,,,,,,,,1,2,,,2,2,,,,,,,1,2,,,62b0b4aa5eabb603ddf7bb58
2022-11-04 20:21:18,2022-11-04 20:22:20,0,100.19.71.185,100,61,1,2022-11-04 20:22:20,R_27v3j5T0rVQCpXE,,,,,39.715,-75.6178,anonymous,EN,1,5a9c8551f053610001720820,I pay attention,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,1,2,,,5a9c8551f053610001720820
2022-11-04 20:20:17,2022-11-04 20:22:24,0,173.89.0.165,100,127,1,2022-11-04 20:22:24,R_aeLhh21JeA11G5r,,,,,43.014,-88.2783,anonymous,EN,1,601c170bd8db9368fc2d996b,I pay attention,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,601c170bd8db9368fc2d996b
2022-11-04 20:20:48,2022-11-04 20:22:31,0,70.184.31.2,100,102,1,2022-11-04 20:22:31,R_1K3UeWHYdAhgqt2,,,,,36.0496,-95.8858,anonymous,EN,1,636547c2b26e5248a9d03c01,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,636547c2b26e5248a9d03c01
2022-11-04 20:21:32,2022-11-04 20:22:31,0,206.188.226.2,100,59,1,2022-11-04 20:22:31,R_1KeSjpf0N7JIvUt,,,,,44.6707,-93.2588,anonymous,EN,1,60fd96e93965e6eb9e783c02,"I pay attention ",1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,60fd96e93965e6eb9e783c02
2022-11-04 20:20:34,2022-11-04 20:22:32,0,73.187.102.199,100,117,1,2022-11-04 20:22:32,R_eR0eX872S9ZPnmV,,,,,40.7957,-77.8618,anonymous,EN,1,5484620efdf99b0379939c6a,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,2,2,5484620efdf99b0379939c6a
2022-11-04 20:21:03,2022-11-04 20:22:49,0,140.186.94.50,100,105,1,2022-11-04 20:22:49,R_29nAbv5H4mnoK2I,,,,,46.7952,-96.8332,anonymous,EN,1,63654b4f395f847a8a5ee6fd,I pay attention,,,1,2,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,63654b4f395f847a8a5ee6fd
2022-11-04 20:21:43,2022-11-04 20:23:21,0,172.14.52.56,100,98,1,2022-11-04 20:23:22,R_29fUFaq9HPwMipP,,,,,33.0924,-117.2624,anonymous,EN,1,6336ff9ce83133623e62b6f1,"I pay attention ",,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,2,2,,,,,6336ff9ce83133623e62b6f1
2022-11-04 20:22:16,2022-11-04 20:23:26,0,73.3.181.84,100,69,1,2022-11-04 20:23:26,R_yU8RiRCkm0yYNB7,,,,,39.6124,-104.8804,anonymous,EN,1,60f067c00efc2f5f81e0d7ca,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,2,2,,,2,2,,,,,2,2,,,60f067c00efc2f5f81e0d7ca
2022-11-04 20:18:52,2022-11-04 20:23:29,0,153.33.170.121,100,276,1,2022-11-04 20:23:30,R_1hMdi6cW0uJKzU4,,,,,30.0821,-95.9841,anonymous,EN,1,60073bbacd735e1dafaf493e,I pay attention,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,,1,1,60073bbacd735e1dafaf493e
2022-11-04 20:22:13,2022-11-04 20:23:40,0,138.88.221.154,100,86,1,2022-11-04 20:23:40,R_2VmXzh7Pxlwu5v2,,,,,38.8138,-77.1487,anonymous,EN,1,5d7fd2a5987f70001602d95b,I pay attention,1,2,,,,,,,,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,5d7fd2a5987f70001602d95b
2022-11-04 20:20:56,2022-11-04 20:23:59,0,207.254.246.124,100,182,1,2022-11-04 20:23:59,R_1lfYl9ORczBmM6L,,,,,32.5434,-93.7011,anonymous,EN,1,55a56724fdf99b7973398109,I pay attention,,,,,1,1,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,55a56724fdf99b7973398109
2022-11-04 20:16:00,2022-11-04 20:24:01,0,24.163.44.36,100,481,1,2022-11-04 20:24:01,R_2zGQSkty0sGiI4c,,,,,35.7633,-78.71,anonymous,EN,1,6166c0eb123b6e8b34628249,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,1,2,,,6166c0eb123b6e8b34628249
2022-11-04 20:23:20,2022-11-04 20:24:53,0,74.192.241.230,100,93,1,2022-11-04 20:24:53,R_2TyNeSgGCYPPiYK,,,,,37.3131,-82.4129,anonymous,EN,1,5fc2a17a6a0a5516d4d54125,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,1,1,5fc2a17a6a0a5516d4d54125
2022-11-04 20:23:46,2022-11-04 20:24:53,0,45.22.37.239,100,67,1,2022-11-04 20:24:54,R_3mDub81N0hOMgOB,,,,,41.6062,-87.2593,anonymous,EN,1,612810b001fe6cd5e7786c39,"I pay attention ",1,2,,,,,1,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,612810b001fe6cd5e7786c39
2022-11-04 20:17:16,2022-11-04 20:24:59,0,172.58.44.129,100,463,1,2022-11-04 20:24:59,R_3FQhfngun8md4kn,,,,,47.6034,-122.3414,anonymous,EN,1,5dd18dbe7af6611f4140d40b,I pay attention,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,,,,,1,1,5dd18dbe7af6611f4140d40b
2022-11-04 20:23:24,2022-11-04 20:25:08,0,71.120.186.116,100,104,1,2022-11-04 20:25:10,R_3lVymhF8iSLmJab,,,,,36.7969,-76.1797,anonymous,EN,1,5f7d3538b89b0f20774c0921,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,,,,,1,1,5f7d3538b89b0f20774c0921
2022-11-04 20:23:46,2022-11-04 20:25:14,0,12.251.90.206,100,88,1,2022-11-04 20:25:15,R_r2LBb4AnSlKscsF,,,,,31.2973,-96.8919,anonymous,EN,1,6329fff9cf0c053cc67809b5,I pay attention,,,1,1,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,6329fff9cf0c053cc67809b5
2022-11-04 20:24:02,2022-11-04 20:25:23,0,66.177.223.79,100,80,1,2022-11-04 20:25:23,R_2Eca6e9FB0OOivO,,,,,25.7207,-80.2776,anonymous,EN,1,5ec98331d8456c0cac798d86,I pay attention,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,5ec98331d8456c0cac798d86
2022-11-04 20:23:40,2022-11-04 20:25:23,0,172.100.10.251,100,102,1,2022-11-04 20:25:23,R_CjmRMJ04L9Rv8GZ,,,,,42.9135,-78.889,anonymous,EN,1,5ddb1b1e929d5da850164610,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,2,,,,,5ddb1b1e929d5da850164610
2022-11-04 20:24:25,2022-11-04 20:25:25,0,98.117.206.99,100,59,1,2022-11-04 20:25:25,R_ThmTk1x3txfjc9H,,,,,38.918,-76.5361,anonymous,EN,1,60fd9174283e5345ad7fb00c,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,1,1,1,,,,,60fd9174283e5345ad7fb00c
2022-11-04 20:23:58,2022-11-04 20:25:32,0,173.52.235.11,100,93,1,2022-11-04 20:25:32,R_2cC1by74xkJex5U,,,,,40.9352,-73.8341,anonymous,EN,1,5e54a8f48564974aac82a5e1,I pay attention,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,2,,,1,2,,,5e54a8f48564974aac82a5e1
2022-11-04 20:24:38,2022-11-04 20:25:43,0,104.222.21.241,100,65,1,2022-11-04 20:25:44,R_Rl5kqCLgqvbHiOB,,,,,35.9153,-79.0386,anonymous,EN,1,62e6998ea7c14bc7dcc6eb6a,I pay attention,,,2,2,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,62e6998ea7c14bc7dcc6eb6a
2022-11-04 20:24:54,2022-11-04 20:25:48,0,104.35.101.211,100,53,1,2022-11-04 20:25:49,R_CgyTMGxlLPm3tIZ,,,,,34.1867,-118.3878,anonymous,EN,1,61fa941a5719bc09cb834e67,I pay attention,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,2,,,61fa941a5719bc09cb834e67
2022-11-04 20:23:57,2022-11-04 20:26:11,0,73.43.118.38,100,133,1,2022-11-04 20:26:11,R_W82R3Z1dntAGkYp,,,,,33.9372,-84.0791,anonymous,EN,1,633259075c2d3571332bdae7,I pay attention,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,1,,,,,1,1,633259075c2d3571332bdae7
2022-11-04 20:23:07,2022-11-04 20:26:11,0,70.126.107.3,100,184,1,2022-11-04 20:26:11,R_1ln7Kl5LNkNy3ET,,,,,28.4643,-82.5998,anonymous,EN,1,60f478bd79adf8819a73fa56,I pay attention,2,2,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,60f478bd79adf8819a73fa56
2022-11-04 20:22:38,2022-11-04 20:26:17,0,162.206.14.221,100,219,1,2022-11-04 20:26:18,R_1MRPhJJidhSmlbQ,,,,,31.7775,-106.4903,anonymous,EN,1,60bc18bb8b971280ef13060c,"I pay attention ",,,,,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,60bc18bb8b971280ef13060c
2022-11-04 20:25:08,2022-11-04 20:26:30,0,174.204.192.145,100,81,1,2022-11-04 20:26:30,R_2eWH0Sf77dY3Hu3,,,,,45.4805,-122.6363,anonymous,EN,1,5e5bdffc71e4603bc338a96c,"I pay attention ",,,,,,,,,,,,,,,,,,,,,1,2,,,,,1,2,,,1,2,,,,,5e5bdffc71e4603bc338a96c
2022-11-04 20:21:52,2022-11-04 20:26:34,0,76.250.147.115,100,281,1,2022-11-04 20:26:34,R_2EH5FSHZYSIxKN4,,,,,29.6584,-98.4987,anonymous,EN,1,6342679e9890a58b5f8d2965,I pay attention,1,2,,,,,,,1,1,,,,,1,2,,,,,,,,,,,,,,,,,,,,,6342679e9890a58b5f8d2965
2022-11-04 20:24:59,2022-11-04 20:26:42,0,64.112.207.160,100,102,1,2022-11-04 20:26:42,R_3PnP4RVjU1O4COD,,,,,41.8993,-84.0402,anonymous,EN,1,6112fe4912ec0b56918288fe,I pay attention,,,,,,,,,,,,,,,,,,,,,2,2,,,1,2,,,,,,,,,1,1,6112fe4912ec0b56918288fe
2022-11-04 20:25:11,2022-11-04 20:27:02,0,67.6.168.77,100,110,1,2022-11-04 20:27:02,R_2BrNOedbPc3XSkW,,,,,38.9336,-92.363,anonymous,EN,1,5e42fc295135b5000cd20d0b,"I pay attention ",1,2,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,5e42fc295135b5000cd20d0b
